last_edited_date,taxonomic_order,category,common_name,scientific_name,subspecies_common_name,subspecies_scientific_name,observation_count,breeding_bird_atlas_code,breeding_bird_atlas_category,age_sex,country,country_code,state,state_code,county,county_code,iba_code,bcr_code,usfws_code,atlas_block,locality,locality_id,locality_type,latitude,longitude,observation_date,time_observations_started,observer_id,sampling_event_identifier,protocol_type,protocol_code,project_code,duration_minutes,effort_distance_km,effort_area_ha,number_observers,all_species_reported,group_identifier,has_media,approved,reviewed,reason,trip_comments,FiF,Dir,Mig,species_comments,near_ocean
25:19.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,20,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,NA,,,Ketchikan--South Tongass Highway,L1786505,P,55.3011511,-131.5575064,11/25/12,8:14:00,obsr155816,S12156583,Traveling,P22,EBIRD,251,9.656,NA,4,1,,0,1,1,,"Walked Herring Cove to Mountain Point. Stopped at Rotary Beach and Saxman. Observers: A. Piston, S. Heinl, J. Lewis, W. Young.  <br>Submitted from BirdLog NA for iOS, version 1.5.1",NA,,NA,19 at Mtn. Point. 1 at 6 mile when driving back.,TRUE
06:50.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,18,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,5,,,Ketchikan (town),L1022652,H,55.3427645,-131.6462517,6/23/13,5:50:00,obsr162787,S14481384,Traveling,P22,EBIRD,145,10.219,NA,1,1,,0,1,0,,Herring Cove to Rotary Beach; walked 3.25 miles from Mountain Point to end of Roosevelt Drive and 1 mile north and back to Mountain Point on N. Tongass Hwy; also Herring Cove and Rotary Beach; 0550-0815.,NA,,NA,"Eleven doves were at one feeder on Tongass Hwy, just beyond Franklin.",TRUE
06:50.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,18,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,5,,,Ketchikan (town),L1022652,H,55.3427645,-131.6462517,8/21/13,,obsr191453,S14980464,Incidental,P20,EBIRD,NA,NA,NA,NA,0,,0,1,0,,Reported by Ernie DeBoer.,NA,,NA,Ernie called to tell me he counted 18 collared-doves at his feeder at Baranof & Hill.,TRUE
06:50.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,20,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,5,,,Ketchikan (town),L1022652,H,55.3427645,-131.6462517,8/22/13,,obsr191453,S14995351,Incidental,P20,EBIRD,NA,NA,NA,NA,0,,0,1,0,,Reported by Ernie DeBoer.,NA,,NA,Ernie's collared-dove flock included 20 birds today at his feeder at Baranof & Hill.,TRUE
06:50.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,23,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,5,,,Ketchikan (town),L1022652,H,55.3427645,-131.6462517,8/24/13,7:15:00,obsr162787,S15007233,Traveling,P22,EBIRD,195,4.828,NA,1,1,,0,1,1,,"Birded Herring Cove, Mountain Point, Rotary Beach, Saxman sea terminal, Ketchikan Creek, and looked at gulls on the Ketchikan waterfront; 0715-1030.",NA,,NA,15 collared-doves at Ernie DeBoer's feeder - the rest along South Tongass Hwy.,TRUE
06:50.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,33,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,5,,,Ketchikan (town),L1022652,H,55.3427645,-131.6462517,9/21/13,,obsr191453,S15235751,Incidental,P20,EBIRD,NA,NA,NA,NA,0,,0,1,1,,Reported by Ernie DeBoer.,NA,,NA,"Ernie counted 33 collared-doves eating seed in his driveway at Baranof & Hill; he said there were probably others in the trees above, too.",TRUE
06:50.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,42,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,5,,,Ketchikan (town),L1022652,H,55.3427645,-131.6462517,10/11/13,,obsr191453,S15414507,Incidental,P20,EBIRD,NA,NA,NA,NA,0,,0,1,1,,Reported by Ernie DeBoer.,NA,,NA,"Ernie counted 42 Eurasian Collared-Doves feeding in his driveway at Hill & Baranof Ave in the evening - he thougth there were probably a few still in the trees, too (Ernie DeBoer).",TRUE
06:50.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,42,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,5,,,Ketchikan (town),L1022652,H,55.3427645,-131.6462517,10/5/13,10:25:00,obsr162787,S15331642,Traveling,P22,EBIRD,180,5.311,NA,1,1,,0,1,1,,"Walked South Tongass Hwy from Herring Cove to the Mountain Point overlook; calm, scattered showers, heavy overcast; 1025-1325.",NA,,NA,I counted 40 birds as they flushed from the trees at a feeder near 6400 S.Tongass Hwy.,TRUE
50:13.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,NA,,,Ketchikan - Higgins Court,L2036092,P,55.4710458,-131.806798,11/25/13,,obsr191453,S15921589,Incidental,P20,EBIRD,NA,NA,NA,NA,0,,0,1,0,,Reported by Jerry Koerner.,NA,,NA,15 collared-doves at Jerry Koerner's North Point Higgins feeder (numbers down considerably from a month ago).,TRUE
29:23.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,22,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,5,,,Ketchikan (town),L1022652,H,55.3427645,-131.6462517,5/24/15,9:00:00,obsr162787,S23621756,Traveling,P22,EBIRD,150,14.484,NA,1,1,,0,1,0,,"Birded South Tongass Hwy; cemetery, Rotary Beach, Mountain Point; walked full Roosevelt Drive loop on foot (4 miles); 0900-1130.",NA,,NA,Nearly all of these were singing doves along Roosevelt Drive.,TRUE
58:34.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,28,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,5,,,Ketchikan (town),L1022652,H,55.3427645,-131.6462517,10/14/17,9:00:00,obsr162787,S39929703,Traveling,P22,EBIRD,320,9.656,NA,1,1,,0,1,0,,Walked South Tongass Highway from Herring Cove to Saxman; 0900-1420.,NA,,NA,28 collared-doves all at Herring Cove.,TRUE
06:52.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,80,,,,United States,US,Alaska,US-AK,Prince of Wales-Outer Ketchikan,US-AK-201,,NA,,,US-AK-Klawock-West St - 55.5560x-133.0959,L5041056,P,55.555981,-133.095853,10/26/16,3:00:00,obsr337884,S32253480,Traveling,P22,EBIRD,45,3.219,NA,1,1,,0,1,1,,,NA,,NA,Good estimate,TRUE
23:17.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,11,,,"Unknown Sex, Adult (11)",United States,US,Alaska,US-AK,Sitka,US-AK-220,,NA,,,Sitka--Halibut Point SRS,L163669,H,57.102207,-135.40257,9/4/13,9:09:00,obsr417091,S15092837,Traveling,P22,EBIRD,116,1.609,NA,1,1,,0,1,1,,Halibut Pt. Rec. Started south of the islet. Still a lot of fish up the creek and along the beach.,NA,,NA,Most I ever seen at one time. Four on the wire and the rest in a nearby tree across the road.,TRUE
32:35.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,Alaska,US-AK,Skagway-Hoonah-Angoon,US-AK-232,,NA,,,Gustavus--Forelands Preserve-Salmon River,L782141,H,58.3996429,-135.7380581,8/21/14,7:38:00,obsr195342,S19533665,Traveling,P22,EBIRD,170,8.207,NA,1,1,,0,1,1,,"Comments...Clear, calm, 45-65 F, mid-tide rising, good visibility.  Walked from dock along River to bridge and return via Dock Road. <br />Submitted from BirdLog NA for iOS, version 1.7.1",NA,,NA,"Photos of SEVEN in one tree (all appeared to be adults) along Salmon River, another heard near Gustavus Inn, two seen near the Landfill. Ten would be a new high observation at Gustavus for the species.",TRUE
51:25.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,Alaska,US-AK,Skagway-Hoonah-Angoon,US-AK-232,,NA,,,Gustavus--Forelands Preserve-Salmon River,L782141,H,58.3996429,-135.7380581,9/9/14,17:00:00,obsr195342,S19802595,Incidental,P20,EBIRD,NA,NA,NA,1,0,,0,1,1,,"<br />Submitted from BirdLog NA for iOS, version 1.7.1",NA,,NA,A new high count for Gustavus! Seen at once near the Gustavus Dock.  Two Indiv. appeared to be juvs. As they were much browner than the adults; possibly raised locally.,TRUE
24:16.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,23,,,,United States,US,Alaska,US-AK,Skagway-Hoonah-Angoon,US-AK-232,,5,,,Gustavus--Forelands,L781318,H,58.4121436,-135.724411,11/19/14,9:15:00,obsr47282,S20610580,Traveling,P22,EBIRD,150,6.437,NA,1,1,,0,1,0,,Walk in town.  Rain and fog.,NA,,NA,In one flock at some seed I'd put out.,TRUE
24:16.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,20,,,,United States,US,Alaska,US-AK,Skagway-Hoonah-Angoon,US-AK-232,,5,,,Gustavus--Forelands,L781318,H,58.4121436,-135.724411,11/16/14,,obsr47282,S20579187,Historical,P62,EBIRD,NA,NA,NA,1,0,,0,1,1,,,NA,,NA,Jack's yard by the river.,TRUE
24:17.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,Alaska,US-AK,Skagway-Hoonah-Angoon,US-AK-232,,5,,,Gustavus--Forelands,L781318,H,58.4121436,-135.724411,11/9/14,,obsr47282,S20497721,Incidental,P20,EBIRD,NA,NA,NA,1,0,,0,1,1,,,NA,,NA,"Minimum, probably more.  Near the Gustavus Inn on some seed I threw there.  Heard from several people that 15-20 have been around.  The local population of doves is definitely growing.",TRUE
24:16.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,26,,,,United States,US,Alaska,US-AK,Skagway-Hoonah-Angoon,US-AK-232,,5,,,Gustavus--Forelands,L781318,H,58.4121436,-135.724411,11/29/14,,obsr47282,S20727917,Historical,P62,EBIRD,NA,NA,NA,1,0,,0,1,1,,Gustavus Inn,NA,,NA,"This is the most I have seen here.  I am told there are 30.--<a href=""https://www.flickr.com/photos/119827557@N06/15911118635"" title=""Eurasian Collared-Doves 29Nov2014 Gustavus, Alaska by Nat Drumheller, on Flickr""><img src=""https://farm8.staticflickr.com/7478/15911118635_9511c584b7.jpg"" alt=""Eurasian Collared-Doves 29Nov2014 Gustavus, Alaska"" /></a>",TRUE
24:17.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,25,,,,United States,US,Alaska,US-AK,Skagway-Hoonah-Angoon,US-AK-232,,5,,,Gustavus--Forelands,L781318,H,58.4121436,-135.724411,12/16/14,,obsr47282,S20968769,Historical,P62,EBIRD,NA,NA,NA,1,0,,0,1,0,,,NA,,NA,Near Gustavus Inn.,TRUE
34:03.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,28,,,,United States,US,Alaska,US-AK,Skagway-Hoonah-Angoon,US-AK-232,,5,,,Gustavus--Forelands,L781318,H,58.4121436,-135.724411,12/11/14,9:00:00,obsr47282,S20866664,Traveling,P22,EBIRD,60,2.012,NA,1,1,,0,1,1,,Birded from the Salmon River bridge to the Gustavus Inn.,NA,,NA,At location they have been hanging at.  All together out in the open.,TRUE
32:01.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,22,,,,United States,US,Alaska,US-AK,Wrangell-Petersburg,US-AK-280,,5,,,"1004 Odin Street, Petersburg",L1461128,P,56.8064532,-132.9723639,10/1/13,9:00:00,obsr301868,S15345178,Incidental,P20,EBIRD,NA,NA,NA,1,0,,0,1,1,,,NA,,NA,a single flock eating gravel on shoulder of Odin Street. My high count for species.,TRUE
37:08.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,24,,,,United States,US,California,US-CA,Alameda,US-CA-001,US-CA_154,32,,,Eden Landing Ecological Reserve,L1910571,P,37.596552,-122.1264267,2/25/13,10:00:00,obsr351567,S13194667,Traveling,P22,EBIRD,255,19.312,NA,2,1,,0,1,1,,,NA,,NA,by entrance to ELER junkyard,TRUE
45:31.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,40,,,,United States,US,California,US-CA,Alameda,US-CA-001,US-CA_154,32,,,Eden Landing Ecological Reserve,L1910571,P,37.596552,-122.1264267,3/14/13,14:00:00,obsr351567,S13398458,Traveling,P22,EBIRD,180,16.093,NA,1,1,,0,1,1,,,NA,,NA,Continuing birds by the junk yard,TRUE
43:57.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,36,,,,United States,US,California,US-CA,Alameda,US-CA-001,US-CA_154,32,,,Eden Landing Ecological Reserve,L1910571,P,37.596552,-122.1264267,3/6/13,6:30:00,obsr351567,S13312504,Traveling,P22,EBIRD,240,16.093,NA,1,1,,0,1,1,,,NA,,NA,continuing flock hanging out in the junkyard near ELER,TRUE
50:44.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,25,,,,United States,US,California,US-CA,Alameda,US-CA-001,US-CA_154,32,,,Baumberg,L2099416,P,37.608928,-122.1253967,4/5/13,7:45:00,obsr351567,S13640662,Traveling,P22,EBIRD,240,16.093,NA,1,1,,0,1,1,,area is CLOSED to the public,NA,,NA,Continuing birds at the junkyard.  Plumage variances noticed on this trip.  Observed two brownish birds and one almost white bird.,TRUE
52:55.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,42,,,,United States,US,California,US-CA,Alameda,US-CA-001,US-CA_154,32,,,Baumberg,L2099416,P,37.608928,-122.1253967,4/12/13,14:00:00,obsr351567,S13722737,Traveling,P22,EBIRD,120,24.14,NA,1,1,,0,1,1,,,NA,,NA,Continuing birds by junkyard on access gate to ELER,TRUE
51:13.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,45,,,,United States,US,California,US-CA,Alameda,US-CA-001,US-CA_154,32,,,Baumberg,L2099416,P,37.608928,-122.1253967,4/6/13,8:30:00,obsr351567,S13652160,Traveling,P22,EBIRD,240,16.093,NA,1,1,,0,1,1,,area is closed to the public,NA,,NA,Continuing birds by junk yark,TRUE
13:35.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,40,,,,United States,US,California,US-CA,Alameda,US-CA-001,US-CA_154,32,,,B2 Loop,L2148693,P,37.5821333,-122.1209335,5/1/13,17:45:00,obsr351567,S13960299,Traveling,P22,EBIRD,135,24.14,NA,1,1,,0,1,1,,Area CLOSED to the public,NA,,NA,continuing birds at junk yard,TRUE
57:42.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,Alameda,US-CA-001,,32,,,Crown Memorial SB--Crab Cove area,L1124286,H,37.7684076,-122.2774389,1/2/15,15:30:00,obsr233870,S21201358,Traveling,P22,EBIRD,30,0.805,NA,1,0,,0,1,0,,,NA,,NA,"maybe more, heard , then viewed in various trees in the park",TRUE
15:46.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,21,,,,United States,US,California,US-CA,Alameda,US-CA-001,,NA,,,Oyster Bay Regional Shoreline,L716138,H,37.707319,-122.1986961,11/1/15,15:55:00,obsr231136,S25667823,Traveling,P22,EBIRD,90,1.609,NA,1,1,,0,1,0,,"Partly sunny, low clouds, mild. High tide. Entered through Davis St and walked west along gun club, maintenance facility and north side of channel to pedestrian bridge.",NA,,NA,"3:55 PM, (37.71428, -122.19347)",TRUE
19:42.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,61,,,,United States,US,California,US-CA,Alameda,US-CA-001,,NA,,,Hayward Regional Shoreline--Grant Ave. access,L749295,H,37.6679579,-122.1614027,11/8/15,8:00:00,obsr205594,S25755032,Traveling,P22,EBIRD,180,4,NA,12,1,,0,1,1,,"GGAS Field Trip led by Rusty Scalf. Temp 52-58f, wind 3-7mph, overcast with misty rain at the end. Low expectations due to timing of tide but great sightings none-the-less and behavioral treats.",NA,,NA,"These hang out in large numbers around the power substation located, Rusty confirmed count as he wanted input into ebird.",TRUE
33:29.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,100,,,,United States,US,California,US-CA,Alameda,US-CA-001,,NA,,,Hayward Regional Shoreline--Grant Ave. access,L749295,H,37.6679579,-122.1614027,1/5/16,13:00:00,obsr87965,S26745099,Traveling,P22,EBIRD,60,1.609,NA,1,1,,0,1,0,,post heavy rain,NA,,NA,Doves are being fed by a man near the power station,TRUE
01:35.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,Alameda,US-CA-001,,NA,,,Hayward Regional Shoreline--Grant Ave. access,L749295,H,37.6679579,-122.1614027,1/2/17,15:31:00,obsr231136,S33400194,Traveling,P22,EBIRD,90,1.287,NA,1,1,,0,1,0,,"Overcast, very cold, little wind.  High tide receding.",NA,,NA,"3:33 PM, (37.67090, -122.15839)",TRUE
37:23.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,United States,US,California,US-CA,Alameda,US-CA-001,,NA,,,Hayward Regional Shoreline--Grant Ave. access,L749295,H,37.6679579,-122.1614027,2/5/17,14:02:00,obsr231136,S34194700,Traveling,P22,EBIRD,135,2.253,NA,1,1,,0,1,0,,"Cold, clammy, heavy overcast and brisk winds.  Intermittent rain.  Low tide. Traveled from parking lot along Bay Trail to Bockman Channel and back.  No scope to ID far shorebirds and gulls at the tidal edge.",NA,,NA,"2:14 PM, (37.67167, -122.15862)",TRUE
49:14.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,24,,,,United States,US,California,US-CA,Alameda,US-CA-001,US-CA_154,NA,,,Hayward Regional Shoreline,L225431,H,37.6419316,-122.1517012,7/30/17,13:20:00,obsr761571,S38404319,Traveling,P22,EBIRD,130,6.437,NA,1,1,,0,1,0,,I started at Grant Ave. and went to the mouth if San Lorenzo Creek where you can walk on the mudflat. Usually I stay 10 to 20 yards from the creek. After that I went south to just past Bockman Channel.,NA,,NA,Estimate.,TRUE
13:13.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,16,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Holland Tract,L593832,H,37.9751239,-121.58638,10/21/12,9:39:00,obsr113663,S11843685,Traveling,P22,EBIRD,155,2.414,NA,1,1,,0,1,1,,"<br />Submitted from BirdLog NA for iOS, version 1.5.1",NA,,NA,Increasing at this location,TRUE
59:29.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,65,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Holland Tract,L593832,H,37.9751239,-121.58638,12/7/14,12:25:00,obsr114200,S20823382,Traveling,P22,EBIRD,211,6.437,NA,1,1,,0,1,1,,"<br />Submitted from BirdLog NA for iOS, version 1.6.3",NA,,NA,Many birds all along the entire route.,TRUE
20:30.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,280,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Veale Tract,L594621,H,37.9728912,-121.6052628,11/12/15,9:33:00,obsr50093,S25803857,Traveling,P22,EBIRD,53,4.828,NA,1,1,,0,1,1,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 32",NA,,NA,Count by tens. Very conservative estimate,TRUE
24:59.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,33,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Holland Tract,L593832,H,37.9751239,-121.58638,12/18/15,9:17:00,obsr27456,S26355882,Traveling,P22,EBIRD,142,8.368,NA,1,1,,0,1,0,,"Linkiwaki,bright <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,,NA,Scattered throughout,TRUE
57:19.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,US-CA_229,32,,,Bethel Island,L1405409,H,38.0320688,-121.6374509,12/19/16,8:04:00,obsr188426,S33114114,Traveling,P22,EBIRD,138,4.828,NA,1,1,,0,1,0,,"Went to Willowest Harbor, Franks Tract Overlook, and the awesome neighborhoods in the southwest side of the island",NA,,NA,Neighborhoods,TRUE
57:22.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,100,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Holland Tract,L593832,H,37.9751239,-121.58638,12/19/16,11:04:00,obsr188426,S33114660,Traveling,P22,EBIRD,40,1.609,NA,1,1,,0,1,1,,In area N of rd in middle of tract (restricted access),NA,,NA,Large flock,TRUE
02:54.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,90,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Holland Tract,L593832,H,37.9751239,-121.58638,1/24/18,10:48:00,obsr188426,S42209632,Traveling,P22,EBIRD,146,9.656,NA,1,1,,0,1,1,,"Spent most of time working central tract marshes and frank's tract. Briefly checked along main road. Fog started to lift towards end of visit, creating low overcast. Waterfowl numbers and activity about average in central tract marshes for flooded valley locales",NA,,NA,Flocks of 55 and 35,TRUE
34:15.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,54,,,,United States,US,California,US-CA,Del Norte,US-CA-015,,5,,,Smith River (town),L1066507,H,41.9287349,-124.1490269,12/16/07,9:00:00,obsr237676,S12169207,Traveling,P22,EBIRD,120,1.609,NA,3,0,,0,1,0,,with Jim Tietz and David Fix during Del Norte CBC,NA,,NA,A county bird for me.  Amazing how quickly this species went from being not present to abundant in Del Norte.,TRUE
49:42.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,55,,,,United States,US,California,US-CA,Del Norte,US-CA-015,,5,,,Smith River,L306096,T,41.92813,-124.14719,12/16/07,11:00:00,obsr27015,S3354925,Area,P23,EBIRD_PNW,90,NA,12,12,1,,0,1,1,,"A bunch of us Del Norte CBC participants came to Smith River in a hope to catch up with the 3 species of oriole found here by David Fix, Jim Tietz, and Colin Dillingham. None of us ever got the 2 Orchard''s that were present but we did see the others, plus the Lark Sparrow that young Tanner Easterla found. It was pretty amazing witnessing the concentration of all these birds that were present due to the numerous apple trees in the neigborhood. If the apple trees weren''t there then the birds wouldn''t be there.",NA,,NA,Defintely colonized Smith River in a big way. There was also a single Ringed Turtle-Dove in with them.,TRUE
23:56.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,150,,,,United States,US,California,US-CA,Del Norte,US-CA-015,,5,,,Smith River (town),L1066507,H,41.9287349,-124.1490269,12/18/11,15:00:00,obsr34879,S9365215,Traveling,P22,EBIRD_PNW,75,3.219,NA,2,1,,0,1,1,,dipped on sapsuckers and orioles seen here.,NA,,NA,"Yep, they're increasing here.",TRUE
34:15.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,40,,,,United States,US,California,US-CA,Del Norte,US-CA-015,,5,,,Smith River (town),L1066507,H,41.9287349,-124.1490269,2/14/15,13:40:00,obsr54638,S21846287,Traveling,P22,EBIRD,40,0.5,NA,3,1,,0,1,0,,"Tom Benson, Howard King, and I next checked the neighborhoods in the small community of Smith River.  We walked around the block bounded on the north by North Street, on the south by Second Street, and between Brookings and Wallace Avenues.  Much of this time was spent trying to see the Oak Titmouse that we repeatedly heard, but never did see.  We had also hoped to find the Orchard Orioles that we never saw.  There was a 30% cover of high, thin clouds, a trace breeze that seemed to be coming from the southwest, and a temperature of 70° F (based on the thermometer in the rental vehicle).  1:40-2:20 pm.",NA,,NA,(singing),TRUE
34:15.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,40,,,,United States,US,California,US-CA,Del Norte,US-CA-015,,5,,,Smith River (town),L1066507,H,41.9287349,-124.1490269,2/15/15,7:15:00,obsr54638,S21952405,Area,P23,EBIRD,55,NA,8,1,1,,0,1,0,,"I spent about an hour wandering around the center of town along streets bounded by Third Street on the north, First Street and the community center on the south, Brookings Avenue on the west, and Fred D. Haight Drive on the east.  Concentrated time at intersection of North Street and Wallace Avenue where Orchard Orioles had been seen and where there were tow large and profusely flowering magnolia trees and what appeared to be a camellia tree.  Failed to even hear both the titmouse and the orioles, but encountered many of the same birds that had been present the previous day.  There was a 30% cover of high and very thin clouds, a mild (&lt;5 knot to 5 knot) breeze from the east, and a temperature of 55° F on my arrival (based on the thermometer in the rental vehicle).  7:15-8:10 am.",NA,,NA,(singing and calling),TRUE
